Statistiche Fantacalcio Stagione 2021 22;;;;;;;;;;;;;;;;;
Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
5482;D;Dc;Modolo;Venezia;5;6;5,8;0;0;0;0;0;0;0;2;0;0
5503;D;"Dd;E";Kechrida;Salernitana;14;5,86;5,93;0;0;0;0;0;0;1;0;0;0
5524;D;Dc;Serpe;Genoa;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5678;D;"Dd;E";Holm;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5747;D;Dc;Ruan;Sassuolo;5;5,5;5,4;0;0;0;0;0;0;0;1;0;0
5764;D;Dc;Coppola D.;Verona;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
5793;D;"Dd;E";Kasius;Bologna;5;5,9;5,9;0;0;0;0;0;0;0;0;0;0
50;D;"Dd;Ds;E";Mbaye;Bologna;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
224;D;Dc;De Maio;Udinese;2;4;4;0;0;0;0;0;0;0;0;0;0
244;D;"Dd;E";Ghiglione;Genoa;11;5,64;5,59;0;0;0;0;0;0;1;3;0;0
454;D;Dc;Capradossi;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
521;D;"Ds;Dc";Peluso;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
551;D;"Ds;E";Molinaro;Venezia;7;5,86;6;0;0;0;0;0;0;1;0;0;0
2064;D;"Dd;Ds;Dc";Veseli;Salernitana;8;5,31;5,12;0;0;0;0;0;0;0;1;1;0
2115;D;Dc;Delli Carri;Salernitana;5;5,5;5,4;0;0;0;0;0;0;0;1;0;0
2208;D;"Ds;E";Jaroszynski;Salernitana;9;5,33;5,22;0;0;0;0;0;0;0;2;0;0
2214;D;"Ds;Dc";Kolarov;Inter;1;6;6;0;0;0;0;0;0;0;0;0;0
2252;D;"Ds;Dc";Marchizza;Empoli;19;5,63;5,47;0;0;0;0;0;0;1;4;0;1
2279;D;Dc;Romagna;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
2315;D;"Dd;E";Stryger Larsen;Udinese;10;5,65;5,55;0;0;0;0;0;0;1;0;0;1
2745;D;"Dd;Dc";Calabresi;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
2793;D;Dc;Opoku;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
2838;D;"Ds;E";Imperiale;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
2860;D;"Dd;E";Malcuit;Napoli;4;5,5;5,38;0;0;0;0;0;0;1;3;0;0
4366;D;"Dd;Ds;Dc";Armini;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
4397;D;Dc;Vavro;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
4401;D;Dc;Gabbia;Milan;7;5,57;5,36;0;0;0;0;0;0;0;3;0;0
4406;D;"Ds;E";Tripaldelli;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
4493;D;Dc;Dawidowicz;Verona;15;5,77;5,67;0;0;0;0;0;0;0;3;0;0
4519;D;Dc;Cetin;Verona;1;6;6;0;0;0;0;0;0;0;0;0;0
4758;D;Dc;Benkovic;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
4932;D;"Dd;E;M";Ballarini;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
4950;D;Dc;Dalle Mura;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
4984;D;"Ds;E";Ramos;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
4997;D;"Dd;E";Ruegg;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
5017;D;"Ds;E";Ballo-Toure';Milan;7;5,64;5,5;0;0;0;0;0;0;0;2;0;0
5316;D;"Ds;Dc";Amione;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
5398;D;"Dd;E";Reynolds;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
5465;D;"Ds;E";Sy;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5473;D;"Dd;Dc";Kaique Rocha;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5483;D;"Ds;E";Schnegg;Venezia;3;5,67;5,67;0;0;0;0;0;0;0;1;0;0
5701;D;Dc;Obert;Cagliari;4;5,88;5,88;0;0;0;0;0;0;0;0;0;0
5739;D;"Dd;Dc";De Winter;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
5773;D;"Ds;E";Ullmann;Venezia;4;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5820;D;Dc;Bertola;Spezia;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
645;C;"C;T";Milinkovic-Savic;Lazio;37;6,51;7,59;11;0;0;0;0;0;10;4;1;0
2077;C;"C;T";Pasalic;Atalanta;33;6,24;7,56;13;0;0;0;0;0;6;3;0;0
2172;C;T;Barak;Verona;29;6,31;7,48;11;0;0;4;4;0;3;4;0;0
704;C;"E;W";Perisic;Inter;35;6,4;7,2;8;0;0;1;1;0;6;4;0;0
2194;C;T;Calhanoglu;Inter;33;6,36;7,2;7;0;0;3;3;0;12;11;0;0
2775;C;"C;T";Ruiz;Napoli;31;6,42;7,19;7;0;0;0;0;0;4;2;0;0
530;C;"C;T";Pellegrini Lo.;Roma;27;6,28;7,13;9;0;0;3;2;1;3;6;1;0
632;C;"T;A";Zaccagni;Lazio;30;6,3;6,93;6;0;0;1;1;0;4;6;0;0
1870;C;C;Barella;Inter;36;6,49;6,92;3;0;0;0;0;0;11;9;0;0
5451;C;T;Bajrami;Empoli;34;6,25;6,88;6;0;0;3;3;0;5;3;0;0
332;C;W;Candreva;Sampdoria;36;6,18;6,85;7;0;0;2;1;1;10;6;1;0
335;C;"W;A";Felipe Anderson;Lazio;38;6,14;6,8;6;0;0;0;0;0;8;2;0;0
376;C;"W;T";Verdi;Salernitana;17;6,24;7,21;6;0;0;1;1;0;0;3;0;0
152;C;"C;T";Zielinski;Napoli;34;6,12;6,78;6;0;0;0;0;0;5;1;0;0
1980;C;"W;T";Aramu;Venezia;32;6,14;6,77;7;0;0;4;3;1;5;6;0;0
2857;C;T;Traore' Hj.;Sassuolo;28;6,2;6,93;7;0;0;0;0;0;1;3;0;0
2085;C;T;Luis Alberto;Lazio;34;6,15;6,81;5;0;0;0;0;0;10;5;0;0
2529;C;"T;A";Mkhitaryan;Roma;31;6,21;6,82;5;0;0;0;0;0;6;2;1;0
4427;C;T;Malinovskyi;Atalanta;29;6,26;6,88;6;0;0;0;0;0;5;10;0;0
4449;C;"M;C";Tonali;Milan;34;6,37;6,74;5;0;0;0;0;0;2;9;0;0
150;C;"W;T";Saponara;Fiorentina;24;6,31;6,79;3;0;0;0;0;0;3;1;0;0
4890;C;"M;C";Tameze;Verona;36;6,25;6,58;4;0;0;0;0;0;2;4;0;0
5685;C;"M;C";Koopmeiners;Atalanta;28;6,3;6,62;4;0;0;0;0;0;1;4;0;1
1850;C;"M;C";Kessie';Milan;30;6,1;6,57;6;0;0;3;2;1;0;2;0;0
2167;C;"W;A";Orsolini;Bologna;26;6,04;6,81;6;0;0;2;2;0;3;2;0;0
4376;C;C;Zurkowski;Empoli;33;6,17;6,7;6;0;0;0;0;0;2;5;0;0
5298;C;C;Pobega;Torino;31;6,26;6,5;4;0;0;0;0;0;1;11;0;0
2215;C;C;Veretout;Roma;35;6,06;6,46;4;0;0;2;1;1;8;6;0;0
4970;C;"W;T";Messias;Milan;26;6;6,62;5;0;0;0;0;0;2;2;0;0
236;C;"E;W";Lazovic;Verona;34;6,22;6,49;1;0;0;0;0;0;7;2;0;0
265;C;"M;C";Brozovic;Inter;35;6,31;6,41;2;0;0;0;0;0;1;7;0;0
367;C;"C;W;T";Bonaventura;Fiorentina;31;6,18;6,56;4;0;0;0;0;0;4;6;1;0
467;C;"C;T";Nainggolan;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
1972;C;"M;C";Torreira;Fiorentina;30;6,18;6,55;5;0;0;0;0;0;1;8;1;0
4886;C;"W;T";Pereiro;Cagliari;18;6;6,78;4;0;0;0;0;0;2;1;0;0
827;C;"M;C";Locatelli;Juventus;29;6,16;6,47;3;0;0;0;0;0;3;6;0;0
1987;C;"C;W";Jankto;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
2002;C;"W;A";Chiesa;Juventus;14;6,21;6,79;2;0;0;0;0;0;2;0;0;0
2009;C;"C;T";Lukic;Torino;35;6,1;6,5;5;0;0;3;3;0;4;10;0;0
2848;C;C;Frattesi;Sassuolo;36;6,08;6,36;4;0;0;0;0;0;3;6;0;1
4479;C;"C;T";Elmas;Napoli;32;6,11;6,48;3;0;0;0;0;0;4;3;0;0
4825;C;"W;T";Diaz B.;Milan;29;6,07;6,41;3;0;0;0;0;0;3;4;0;0
5119;C;T;Samardzic;Udinese;13;6,12;6,73;2;0;0;0;0;0;2;0;0;0
302;C;"W;T";Pereyra;Udinese;23;6,15;6,41;3;0;0;2;1;1;5;8;1;0
2744;C;C;Svanberg;Bologna;35;5,99;6,23;3;0;0;0;0;0;3;7;0;0
2818;C;"M;C";Bennacer;Milan;28;6,27;6,41;2;0;0;0;0;0;1;7;0;0
4287;C;"M;C";Lobotka;Napoli;21;6,29;6,38;1;0;0;0;0;0;0;2;0;0
4658;C;"W;A";Ikone';Fiorentina;15;5,87;6,1;1;0;0;0;0;0;1;1;0;0
4973;C;C;Mckennie;Juventus;19;6,18;6,63;3;0;0;0;0;0;0;1;0;0
4988;C;C;Maggiore;Spezia;35;6,07;6,2;2;0;0;0;0;0;3;9;0;0
5759;C;C;Oliveira;Roma;13;5,85;6,12;2;0;0;1;1;0;0;5;0;0
801;C;"M;C";Gagliardini;Inter;15;6,1;6,57;2;0;0;0;0;0;2;2;0;0
2065;C;"C;T";Praet;Torino;23;6,09;6,37;2;0;0;0;0;0;2;3;0;0
2432;C;M;Zakaria;Juventus;9;5,89;6,28;1;0;0;0;0;0;1;1;0;0
2833;C;"W;T";Kulusevski;Juventus;15;6,07;6,43;1;0;0;0;0;0;3;1;0;0
2839;C;"W;A";Sottil;Fiorentina;22;6;6,41;3;0;0;0;0;0;2;2;1;0
4515;C;"T;A";Agudelo;Spezia;23;5,89;6,26;3;0;0;0;0;0;1;1;1;0
4681;C;"C;T";Lopez M.;Sassuolo;34;6,09;6,1;2;0;0;0;0;0;1;14;0;0
4892;C;W;Saelemaekers;Milan;34;6,01;6,16;1;0;0;0;0;0;3;2;0;0
5007;C;"C;T";Ilic;Verona;32;6,06;6,08;1;0;0;0;0;0;3;5;1;1
5457;C;C;Maleh;Fiorentina;23;6,07;6,26;2;0;0;0;0;0;1;5;0;0
5486;C;"C;W";Crnigoj;Venezia;32;5,97;6,23;3;0;0;0;0;0;1;3;0;0
22;C;"M;C";De Roon;Atalanta;30;5,95;6,13;3;0;0;0;0;0;0;5;1;0
333;C;"M;C";Cataldi;Lazio;30;6,03;6,08;1;0;0;0;0;0;2;7;0;0
526;C;"M;C";Duncan;Fiorentina;31;5,92;6,13;2;0;0;0;0;0;2;3;0;0
1871;C;"M;C";Deiola;Cagliari;31;5,82;6,16;4;0;0;0;0;0;1;5;0;0
2414;C;C;Vidal;Inter;24;6,06;6,19;1;0;0;0;0;0;1;3;0;0
2625;C;T;Soriano;Bologna;35;5,87;5,87;0;0;0;0;0;0;4;4;2;0
4220;C;"M;C";Zambo Anguissa;Napoli;23;6,28;6,22;0;0;0;0;0;0;1;5;0;0
4498;C;C;Henderson L.;Empoli;34;6;6,21;2;0;0;0;0;0;3;4;0;0
4693;C;"C;W;T";Amiri;Genoa;12;6,04;6,12;0;0;0;0;0;0;1;0;0;0
5001;C;"T;A";Miranchuk;Atalanta;18;5,89;6,44;2;0;0;0;0;0;4;0;0;0
5788;C;T;Sabiri;Sampdoria;13;6,15;6,88;3;0;0;0;0;0;2;3;0;0
5792;C;"M;C";Ederson D.s.;Salernitana;15;6,17;6,47;2;0;0;0;0;0;1;5;0;0
148;C;"C;T";Krunic;Milan;23;6,13;6,15;0;0;0;0;0;0;1;2;0;0
779;C;"M;C";Cristante;Roma;34;5,97;5,96;2;0;0;0;0;0;0;9;0;1
2253;C;C;Bandinelli;Empoli;33;5,88;6;2;0;0;0;0;0;3;10;0;0
2766;C;"W;T";Zaniolo;Roma;27;6;6,02;2;0;0;0;0;0;1;9;2;0
2778;C;"M;C";Stulac;Empoli;21;5,95;6,31;2;0;0;0;0;0;2;1;0;0
4393;C;"M;C";Schouten;Bologna;17;5,97;6,09;1;0;0;0;0;0;1;2;1;0
4404;C;"M;C";Thorsby;Sampdoria;35;5,86;6;3;0;0;0;0;0;1;10;0;0
4965;C;C;Marin;Cagliari;36;5,9;5,96;0;0;0;0;0;0;5;4;1;0
5329;C;"M;C";Makengo;Udinese;33;5,91;5,98;1;0;0;0;0;0;3;5;1;0
5719;C;"M;C";Asllani;Empoli;18;6;6,17;1;0;0;0;0;0;1;2;0;0
1978;C;C;Sensi;Sampdoria;14;5,93;6,11;1;0;0;0;0;0;0;1;0;0
1995;C;T;Djuricic;Sassuolo;10;6,1;6,75;2;0;0;0;0;0;1;1;0;0
2121;C;C;Melegoni;Genoa;22;5,89;6;1;0;0;0;0;0;0;1;0;0
2144;C;"M;C";Coulibaly M.;Salernitana;12;6,08;6,54;2;0;0;0;0;0;0;1;0;0
2166;C;C;Bentancur;Juventus;17;6,03;6,06;0;0;0;0;0;0;1;1;0;0
2741;C;"C;T";Pessina;Atalanta;24;5,9;6,06;1;0;0;0;0;0;1;0;0;0
4377;C;"C;T";Castrovilli;Fiorentina;23;6,02;6,11;1;0;0;0;0;0;1;4;0;0
4522;C;"M;C";Amrabat;Fiorentina;18;6,06;6,08;1;0;0;0;0;0;0;6;0;0
5800;C;"W;T";Gudmundsson A.;Genoa;11;5,68;5,82;1;0;0;0;0;0;0;3;0;0
27;C;C;Grassi;Cagliari;28;5,95;5,88;0;0;0;0;0;0;1;4;1;0
184;C;"W;T";Bernardeschi;Juventus;26;5,9;6,04;1;0;0;0;0;0;3;5;0;0
2117;C;"C;T";Kastanos;Salernitana;25;5,9;5,94;1;0;0;0;0;0;1;4;1;0
2392;C;M;Walace;Udinese;35;5,89;5,86;1;0;0;0;0;0;0;6;1;0
4370;C;"C;T";Portanova;Genoa;23;5,89;5,93;1;0;0;0;0;0;0;4;0;0
4415;C;"W;A";Skov Olsen;Bologna;16;5,81;5,94;0;0;0;0;0;0;2;0;0;0
4459;C;"M;C";Rovella;Genoa;20;6,1;6,12;0;0;0;0;0;0;3;5;0;0
4869;C;"M;C";Dominguez;Bologna;27;6,06;6,02;0;0;0;0;0;0;3;8;0;0
5287;C;"M;C";Arslan;Udinese;29;6,02;5,97;1;0;0;0;0;0;0;9;0;0
5397;C;T;Kovalenko;Spezia;22;5,86;6,07;1;0;0;0;0;0;3;4;0;0
5453;C;"M;C";Ricci S.;Torino;30;5,88;5,95;1;0;0;0;0;0;1;2;1;0
170;C;"M;C";Badelj;Genoa;34;5,76;5,79;1;0;0;0;0;0;0;4;0;0
237;C;W;Perotti;Salernitana;9;5,78;5,44;0;0;0;1;0;1;0;1;0;0
406;C;W;Callejon;Fiorentina;24;5,79;6;1;0;0;0;0;0;2;0;0;0
788;C;C;Freuler;Atalanta;29;5,93;5,83;1;0;0;0;0;0;1;10;0;1
1933;C;"M;C";Mandragora;Torino;18;6,14;6,06;0;0;0;0;0;0;2;5;1;0
2011;C;"M;C";Miguel Veloso;Verona;21;6,05;6,02;0;0;0;0;0;0;3;5;1;0
2076;C;"M;C";Rog;Cagliari;8;5,81;5,94;0;0;0;0;0;0;1;0;0;0
4514;C;"E;M";Nandez;Cagliari;20;6,02;6,02;0;0;0;0;0;0;2;4;0;0
5422;C;"W;T";Zalewski;Roma;13;5,85;5,81;0;0;0;0;0;0;0;1;0;0
5504;C;"M;C";Coulibaly L.;Salernitana;31;5,79;5,74;0;0;0;0;0;0;0;3;0;0
5507;C;C;Busio;Venezia;28;5,88;5,88;1;0;0;0;0;0;1;8;0;0
5791;C;"M;C";Frendrup;Genoa;10;5,8;5,75;0;0;0;0;0;0;0;1;0;0
238;C;M;Rincon;Sampdoria;21;5,81;5,69;0;0;0;0;0;0;0;5;0;0
272;C;M;Medel;Bologna;33;5,83;5,71;0;0;0;0;0;0;1;8;1;0
2209;C;"M;C";Lucas Leiva;Lazio;31;5,79;5,65;0;0;0;0;0;0;0;9;0;0
2379;C;C;Rabiot;Juventus;29;5,71;5,69;0;0;0;0;0;0;2;5;0;0
4384;C;C;Jagiello;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
4701;C;"C;T";Cuisance;Venezia;13;5,69;5,62;0;0;0;0;0;0;0;2;0;0
5490;C;"M;C";Peretz;Venezia;15;5,9;5,93;0;0;0;0;0;0;1;2;0;0
5499;C;"M;C";Hongla;Verona;13;5,77;5,88;1;0;0;0;0;0;0;3;0;0
5511;C;"M;C";Matheus Henrique;Sassuolo;20;5,88;5,8;0;0;0;0;0;0;0;3;0;0
5674;C;"M;C";Basic;Lazio;20;5,85;5,88;0;0;0;0;0;0;2;3;0;0
5784;C;C;Aebischer;Bologna;8;5,88;5,81;0;0;0;0;0;0;0;1;0;0
5798;C;"M;C";Bohinen;Salernitana;10;5,95;5,8;0;0;0;0;0;0;1;5;0;0
181;C;"M;C";Vecino;Inter;10;6;6,25;1;0;0;0;0;0;0;2;0;0
264;C;"C;T";Bessa;Verona;18;5,78;5,86;1;0;0;0;0;0;1;3;1;0
305;C;"M;C";Sturaro;Genoa;25;5,7;5,48;0;0;0;0;0;0;0;11;0;0
434;C;"M;C";Jajalo;Udinese;12;5,88;5,88;0;0;0;0;0;0;1;2;0;0
556;C;C;Baselli;Cagliari;12;5,88;5,92;0;0;0;0;0;0;1;1;0;0
557;C;"C;T";Benassi;Empoli;14;5,75;5,71;0;0;0;0;0;0;0;2;0;0
2154;C;"W;T";Vignato;Bologna;17;5,91;5,91;0;0;0;0;0;0;1;2;0;0
2391;C;"M;C";Ekdal;Sampdoria;25;5,78;5,68;1;0;0;0;0;0;0;9;1;0
2703;C;"M;C";Adrien Silva;Sampdoria;15;5,67;5,57;0;0;0;0;0;0;1;3;1;0
2855;C;"M;C";Vieira;Sampdoria;11;5,77;5,64;0;0;0;0;0;0;0;3;0;0
4285;C;"M;C";Arthur;Juventus;15;5,93;5,83;0;0;0;0;0;0;0;3;0;0
4725;C;M;Demme;Napoli;13;5,92;6;1;0;0;0;0;0;0;4;0;0
5470;C;"M;C";Schiavone;Salernitana;11;5,95;6,18;1;0;0;0;0;0;0;1;0;0
5488;C;"M;C";Fiordilino;Venezia;13;5,85;5,77;0;0;0;0;0;0;0;2;0;0
5491;C;M;Taugourdeau;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5508;C;M;Vacca;Venezia;21;5,86;5,74;0;0;0;0;0;0;0;5;0;0
5705;C;"M;C";Galdames;Genoa;18;5,64;5,58;0;0;0;0;0;0;0;2;0;0
560;C;"M;C";Obi;Salernitana;20;5,85;5,8;0;0;0;0;0;0;1;4;0;0
2107;C;"C;W;T";Kiyine;Venezia;26;5,77;5,6;1;0;0;1;0;1;0;7;1;0
2161;C;C;Haas;Empoli;16;5,88;5,91;0;0;0;0;0;0;2;3;0;0
2334;C;"C;W";Leris;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
2825;C;"M;C";Bourabia;Spezia;8;6,06;6,38;1;0;0;0;0;0;0;1;0;0
4411;C;"M;C";Agoume;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
4894;C;W;Haraslin;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
4978;C;"W;T;A";Damsgaard;Sampdoria;9;5,78;5,72;0;0;0;0;0;0;0;1;0;0
5462;C;"W;A";Ciervo;Sassuolo;7;6;6,14;0;0;0;0;0;0;1;0;0;0
5468;C;C;Cavion;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5813;C;"C;T";Miretti;Juventus;4;6;6;0;0;0;0;0;0;0;0;0;0
173;C;"M;C";Capezzi;Salernitana;4;5,75;5,75;0;0;0;0;0;0;0;0;0;0
440;C;C;Viola;Bologna;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
528;C;M;Magnanelli;Sassuolo;5;5,8;5,8;0;0;0;0;0;0;0;1;0;0
600;C;"C;T";Verre;Empoli;16;5,69;5,62;0;0;0;0;0;0;1;2;1;0
644;C;"M;C";Pulgar;Fiorentina;4;5,75;5,75;0;0;0;0;0;0;1;2;0;0
2008;C;C;Linetty;Torino;16;5,78;5,72;0;0;0;0;0;0;0;2;0;0
2286;C;"C;T";Crociata;Empoli;1;6;6;0;0;0;0;0;0;0;0;0;0
2302;C;M;Behrami;Genoa;8;5,75;5,56;0;0;0;0;0;0;0;3;0;0
2472;C;T;Ramsey;Juventus;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
2639;C;M;Bakayoko;Milan;11;5,73;5,64;0;0;0;0;0;0;0;3;0;0
2692;C;W;Castillejo;Milan;3;6,33;6,17;0;0;0;0;0;0;0;1;0;0
4385;C;"E;W";Lazaro;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
4389;C;T;Anderson A.;Lazio;2;6,25;6;0;0;0;0;0;0;0;1;0;0
4423;C;"M;C";Hernani;Genoa;14;5,64;5,64;0;0;0;0;0;0;0;0;0;0
4921;C;C;Askildsen;Sampdoria;15;5,8;5,5;0;0;0;0;0;0;0;5;0;1
5423;C;C;Bove;Roma;2;6,5;8;1;0;0;0;0;0;0;0;0;0
5487;C;"W;T";Heymans;Venezia;6;5,83;5,67;0;0;0;0;0;0;1;4;0;0
5492;C;"M;C";Tessmann;Venezia;17;5,65;5,56;0;0;0;0;0;0;0;1;1;0
5501;C;"W;T";Sigurdsson A.;Venezia;6;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5510;C;"W;T";Romero L.;Lazio;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5688;C;"M;C";Harroui;Sassuolo;10;5,8;5,7;0;0;0;0;0;0;0;2;0;0
5722;C;"M;C";Nguiamba;Spezia;2;6,25;6;0;0;0;0;0;0;0;1;0;0
58;C;"M;C";Diawara;Roma;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
400;C;"C;T";Dezi;Venezia;1;6;6;0;0;0;0;0;0;0;0;0;0
470;C;"M;C";Strootman;Cagliari;9;5,72;5,5;0;0;0;0;0;0;0;4;0;0
2213;C;"M;C";Cassata;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
2835;C;"M;C";Kingsley;Bologna;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4327;C;M;Oliva;Cagliari;1;6;6;0;0;0;0;0;0;0;0;0;0
4465;C;"C;T";Fagioli;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
4501;C;"M;C";Obiang;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
4885;C;"M;C";Villar;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
4896;C;"T;A";Maldini;Milan;3;6,33;7,17;1;0;0;0;0;0;0;1;0;0
4919;C;"C;T";Baldursson;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
4935;C;"M;C";Ladinetti;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
4953;C;C;Palumbo;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
4975;C;"M;C";Escalante;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
4995;C;C;Segre;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
5286;C;"M;C";Akpa Akpro;Lazio;6;5,33;5,25;0;0;0;0;0;0;0;1;0;0
5312;C;"M;C";Leo' Sena;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5346;C;"W;T";Rojas;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
5420;C;"M;C";Darboe;Roma;1;6;6;0;0;0;0;0;0;0;0;0;0
5444;C;T;Cortinovis;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
5452;C;"M;C";Damiani;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5467;C;"C;T";Boultam;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5469;C;"M;C";Di Tacchio;Salernitana;16;5,56;5,34;0;0;0;0;0;0;0;3;0;1
5476;C;C;Kornvig;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5485;C;"W;T;A";Bjarkason;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5489;C;M;Pecile;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5516;C;"M;C";Bianco;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5517;C;M;Yepes;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5519;C;"M;C";Sher;Spezia;1;6;6;0;0;0;0;0;0;0;0;0;0
5684;C;M;Toure' A.;Genoa;7;5,5;5,43;0;0;0;0;0;0;0;1;0;0
5689;C;"W;T";Ihattaren;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5725;C;"W;T";Kone B.;Torino;1;5;5;0;0;0;0;0;0;0;0;0;0
5735;C;T;Volpato;Roma;1;7;10;1;0;0;0;0;0;0;0;0;0
5789;C;T;Praszelik;Verona;1;6;6;0;0;0;0;0;0;0;0;0;0
785;A;Pc;Immobile;Lazio;31;6,6;9,02;27;0;0;9;7;2;2;4;0;0
2531;A;Pc;Lukaku;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
2610;A;Pc;Ronaldo;Juventus;1;6;5,5;0;0;0;0;0;0;0;1;0;0
531;A;A;Berardi;Sassuolo;33;6,71;8,33;15;0;0;6;6;0;13;9;0;0
2841;A;Pc;Vlahovic;Juventus;36;6,4;8,35;24;0;0;6;5;1;3;4;0;0
2764;A;Pc;Martinez L.;Inter;33;6,38;8,02;21;0;0;6;3;3;3;6;0;0
4661;A;Pc;Osimhen;Napoli;27;6,48;7,98;14;0;0;0;0;0;2;5;1;0
4510;A;A;Rafael Leao;Milan;34;6,63;7,84;11;0;0;0;0;0;10;4;0;0
410;A;A;Mertens;Napoli;25;6,46;7,8;11;0;0;1;1;0;1;2;0;0
1958;A;A;Caprari;Verona;34;6,54;7,75;12;0;0;2;2;0;7;4;0;0
2119;A;A;Deulofeu;Udinese;34;6,51;7,68;13;0;0;1;1;0;5;9;0;0
2137;A;Pc;Scamacca;Sassuolo;32;6,22;7,61;16;0;0;1;1;0;0;7;0;0
507;A;Pc;Muriel;Atalanta;26;6,37;7,69;9;0;0;2;2;0;8;1;0;0
608;A;Pc;Zapata D.;Atalanta;24;6,38;7,73;10;0;0;3;3;0;4;3;0;0
2061;A;Pc;Simeone;Verona;35;6,17;7,54;17;0;0;1;0;1;4;8;0;0
2544;A;Pc;Abraham;Roma;37;6,26;7,62;17;0;0;3;3;0;4;9;0;0
647;A;Pc;Dzeko;Inter;35;6,29;7,54;13;0;0;0;0;0;6;2;0;0
4200;A;Pc;Giroud;Milan;29;6,26;7,43;11;0;0;2;2;0;3;4;0;0
309;A;A;Dybala;Juventus;28;6,36;7,45;10;0;0;2;1;1;5;3;0;0
4268;A;Pc;Arnautovic;Bologna;32;6,28;7,44;14;0;0;3;2;1;1;6;0;0
409;A;A;Insigne;Napoli;32;6,3;7,17;11;0;0;13;9;4;8;2;0;0
441;A;Pc;Belotti;Torino;22;6,2;7,32;8;0;0;3;3;0;1;1;0;0
1874;A;A;Joao Pedro;Cagliari;37;6,07;7,03;13;0;0;4;3;1;4;9;0;0
2038;A;Pc;Pinamonti;Empoli;36;6,15;7,21;13;0;0;4;4;0;1;4;0;0
